case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-07-0001,CSE-07,2024-11-28 22:11:22.250061,2024-11-28 22:14:24.281107,Investigated system activity on port 28450. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00000""]"
CAS-CSE-07-0002,CSE-07,2024-12-28 00:51:44.504563,2024-12-28 00:56:17.625778,Investigated system activity on port 25936. Correlated firewall session logs.,ANA-007,True,Resolved,"[""ALT-CSE-07-00001""]"
CAS-CSE-07-0003,CSE-07,2024-12-13 11:18:54.577469,2024-12-13 11:22:41.872906,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,True,Resolved,"[""ALT-CSE-07-00003""]"
CAS-CSE-07-0004,CSE-07,2024-10-17 23:09:22.328283,2024-10-17 23:13:09.620185,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00007""]"
CAS-CSE-07-0005,CSE-07,2024-12-04 02:14:39.402738,2024-12-04 02:19:01.568286,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00009""]"
CAS-CSE-07-0006,CSE-07,2024-12-19 04:39:31.606853,2024-12-19 04:43:16.415451,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00010""]"
CAS-CSE-07-0007,CSE-07,2024-12-01 12:53:06.443263,2024-12-01 12:56:43.788118,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00011""]"
CAS-CSE-07-0008,CSE-07,2024-12-08 08:42:50.346248,2024-12-08 08:46:35.931284,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00012""]"
CAS-CSE-07-0009,CSE-07,2024-10-09 16:29:28.320433,2024-10-09 16:33:10.374015,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00013""]"
CAS-CSE-07-0010,CSE-07,2024-12-05 06:06:10.138283,2024-12-05 06:10:15.072043,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,True,Resolved,"[""ALT-CSE-07-00014""]"
CAS-CSE-07-0011,CSE-07,2024-10-23 14:13:43.700912,2024-10-23 14:17:06.156400,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00017""]"
CAS-CSE-07-0012,CSE-07,2024-10-23 04:58:48.594575,2024-10-23 05:03:34.366931,Investigated system activity on port 53344. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00018""]"
CAS-CSE-07-0013,CSE-07,2024-12-01 22:08:55.235541,2024-12-01 22:13:03.883913,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00019""]"
CAS-CSE-07-0014,CSE-07,2024-10-11 00:44:39.229501,2024-10-11 00:48:58.272219,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00020""]"
CAS-CSE-07-0015,CSE-07,2024-11-19 23:59:43.293526,2024-11-20 00:02:53.987261,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00021""]"
CAS-CSE-07-0016,CSE-07,2024-10-14 11:36:28.300171,2024-10-14 11:40:18.510295,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00022""]"
CAS-CSE-07-0017,CSE-07,2024-12-18 17:11:14.947282,2024-12-18 17:15:07.211140,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00024""]"
CAS-CSE-07-0018,CSE-07,2024-10-29 15:00:38.725652,2024-10-29 15:04:20.516799,Investigated system activity on port 9581. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00025""]"
CAS-CSE-07-0019,CSE-07,2024-10-31 21:09:11.494836,2024-10-31 21:13:17.714592,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00026""]"
CAS-CSE-07-0020,CSE-07,2024-11-29 04:03:40.307825,2024-11-29 04:07:11.571437,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00027""]"
CAS-CSE-07-0021,CSE-07,2024-11-27 05:40:44.850296,2024-11-27 05:44:24.443060,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00028""]"
CAS-CSE-07-0022,CSE-07,2024-11-13 13:37:37.828455,2024-11-13 13:41:21.110714,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00029""]"
CAS-CSE-07-0023,CSE-07,2024-12-22 09:03:27.490340,2024-12-22 09:07:03.261970,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00031""]"
CAS-CSE-07-0024,CSE-07,2024-10-20 22:47:51.586390,2024-10-20 22:51:39.580430,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00033""]"
CAS-CSE-07-0025,CSE-07,2024-12-16 21:07:58.088938,2024-12-16 21:12:05.011518,Investigated system activity on port 38786. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00034""]"
CAS-CSE-07-0026,CSE-07,2024-12-26 01:18:11.718258,2024-12-26 01:21:51.676947,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00035""]"
CAS-CSE-07-0027,CSE-07,2024-12-16 06:35:41.584422,2024-12-16 06:39:55.175799,Investigated system activity on port 7531. Correlated firewall session logs.,ANA-007,False,Resolved,"[""ALT-CSE-07-00036""]"
CAS-CSE-07-0028,CSE-07,2024-12-03 11:14:37.935006,2024-12-03 11:18:08.501976,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00037""]"
CAS-CSE-07-0029,CSE-07,2024-11-02 00:42:12.979410,2024-11-02 00:46:16.383937,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00039""]"
CAS-CSE-07-0030,CSE-07,2024-10-13 22:53:49.298414,2024-10-13 22:58:27.470970,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00041""]"
CAS-CSE-07-0031,CSE-07,2024-10-14 02:49:48.478350,2024-10-14 02:53:22.175106,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00043""]"
CAS-CSE-07-0032,CSE-07,2024-11-10 06:59:20.908170,2024-11-10 07:04:04.810780,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00044""]"
CAS-CSE-07-0033,CSE-07,2024-11-14 13:02:48.129577,2024-11-14 13:06:31.620299,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00045""]"
CAS-CSE-07-0034,CSE-07,2024-12-10 12:14:42.332749,2024-12-10 12:18:26.948457,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00046""]"
CAS-CSE-07-0035,CSE-07,2024-11-03 09:33:30.430617,2024-11-03 09:37:12.772390,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00048""]"
CAS-CSE-07-0036,CSE-07,2024-11-22 04:33:34.845532,2024-11-22 04:37:35.462814,Alert investigated. No indicators of compromise found. Closed without escalation.,ANA-007,False,Resolved,"[""ALT-CSE-07-00049""]"
