alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-05-00000,CSE-05,MEDIUM,2024-12-04T21:16:33,2024-12-04T21:30:43.411123,2024-12-04T22:01:55.780425,CLOSED,,HOSPITAL-PACS-IMAGING,False
ALT-CSE-05-00001,CSE-05,LOW,2024-12-02T20:20:14,2024-12-02T20:31:52.598670,2024-12-02T21:21:48.229599,CLOSED,,EHR-PATIENT-DB-01,False
ALT-CSE-05-00002,CSE-05,MEDIUM,2024-10-05T14:21:27,2024-10-05T14:31:44.000224,2024-10-05T15:30:34.846608,CLOSED,,NURSE-STATION-EP-01,False
ALT-CSE-05-00003,CSE-05,MEDIUM,2024-11-24T04:17:27,2024-11-24T04:27:57.189772,2024-11-24T05:37:21.408128,CLOSED,,ICU-TELEMETRY-GW,False
ALT-CSE-05-00004,CSE-05,LOW,2024-11-03T19:03:50,2024-11-03T19:08:33.937480,2024-11-03T20:27:25.259811,CLOSED,,HOSPITAL-PACS-IMAGING,False
ALT-CSE-05-00005,CSE-05,MEDIUM,2024-12-01T15:01:16,2024-12-01T15:18:53.153284,2024-12-01T16:32:47.713805,CLOSED,,NURSE-STATION-EP-01,False
ALT-CSE-05-00006,CSE-05,MEDIUM,2024-12-01T05:55:35,2024-12-01T06:04:14.080143,2024-12-01T06:32:09.255139,CLOSED,,NURSE-STATION-EP-01,False
ALT-CSE-05-00007,CSE-05,MEDIUM,2024-12-25T17:36:06,2024-12-25T17:52:32.983251,2024-12-25T18:31:47.313663,CLOSED,,EHR-PATIENT-DB-01,False
ALT-CSE-05-00008,CSE-05,MEDIUM,2024-11-30T23:33:49,2024-11-30T23:49:24.603598,2024-12-01T00:23:26.638634,CLOSED,,HOSPITAL-PACS-IMAGING,False
ALT-CSE-05-00009,CSE-05,LOW,2024-10-21T07:21:15,2024-10-21T07:38:58.374779,2024-10-21T08:15:22.167868,CLOSED,,HOSPITAL-PACS-IMAGING,False
ALT-CSE-05-00010,CSE-05,CRITICAL,2024-10-12T04:16:58,2024-10-12T04:22:44.744609,2024-10-12T05:19:50.929738,CLOSED,,EHR-PATIENT-DB-01,False
ALT-CSE-05-00011,CSE-05,MEDIUM,2024-11-10T19:41:44,2024-11-10T19:56:09.918025,2024-11-10T20:54:12.090067,CLOSED,,EHR-PATIENT-DB-01,False
ALT-CSE-05-00012,CSE-05,MEDIUM,2024-12-04T15:39:30,2024-12-04T15:49:17.421426,2024-12-04T16:34:30.591240,CLOSED,,ICU-TELEMETRY-GW,False
