case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-08-0001,CSE-08,2024-10-26T07:12:37.758647,2024-10-26T07:36:19.765953,Nuclear plant boundary sensor alarm ALT-CSE-08-00005 verified against physical access log.,NUC-ANALYST-3,False,Resolved,"[""ALT-CSE-08-00005""]"
CAS-CSE-08-0002,CSE-08,2024-12-10T15:53:09.253542,2024-12-10T16:36:05.311127,Nuclear plant boundary sensor alarm ALT-CSE-08-00007 verified against physical access log.,NUC-ANALYST-2,False,Resolved,"[""ALT-CSE-08-00007""]"
CAS-CSE-08-0003,CSE-08,2024-10-23T08:57:18.833477,2024-10-23T09:46:28.915500,Nuclear plant boundary sensor alarm ALT-CSE-08-00012 verified against physical access log.,NUC-ANALYST-1,False,Resolved,"[""ALT-CSE-08-00012""]"
CAS-CSE-08-0004,CSE-08,2024-11-02T13:04:42.772570,2024-11-02T13:57:29.810950,Nuclear plant boundary sensor alarm ALT-CSE-08-00014 verified against physical access log.,NUC-ANALYST-2,True,Resolved,"[""ALT-CSE-08-00014""]"
CAS-CSE-08-0005,CSE-08,2024-11-06T14:11:02.710639,2024-11-06T14:46:33.334739,Nuclear plant boundary sensor alarm ALT-CSE-08-00019 verified against physical access log.,NUC-ANALYST-3,False,Resolved,"[""ALT-CSE-08-00019""]"
CAS-CSE-08-0006,CSE-08,2024-11-09T22:39:28.469465,2024-11-09T23:58:23.970039,Nuclear plant boundary sensor alarm ALT-CSE-08-00022 verified against physical access log.,NUC-ANALYST-1,False,Resolved,"[""ALT-CSE-08-00022""]"
CAS-CSE-08-0007,CSE-08,2024-11-29T18:54:55.916800,2024-11-29T20:02:14.640553,Nuclear plant boundary sensor alarm ALT-CSE-08-00030 verified against physical access log.,NUC-ANALYST-3,False,Resolved,"[""ALT-CSE-08-00030""]"
CAS-CSE-08-0008,CSE-08,2024-11-03T11:53:40.536419,2024-11-03T12:42:48.798837,Nuclear plant boundary sensor alarm ALT-CSE-08-00040 verified against physical access log.,NUC-ANALYST-1,False,Resolved,"[""ALT-CSE-08-00040""]"
CAS-CSE-08-0009,CSE-08,2024-12-02T23:08:59.886129,2024-12-02T23:54:59.720388,Nuclear plant boundary sensor alarm ALT-CSE-08-00043 verified against physical access log.,NUC-ANALYST-2,False,Resolved,"[""ALT-CSE-08-00043""]"
CAS-CSE-08-0010,CSE-08,2024-10-03T11:15:11.753691,2024-10-03T11:45:18.826654,Nuclear plant boundary sensor alarm ALT-CSE-08-00044 verified against physical access log.,NUC-ANALYST-3,False,Resolved,"[""ALT-CSE-08-00044""]"
CAS-CSE-08-0011,CSE-08,2024-12-27T05:18:32.059030,2024-12-27T06:04:36.816400,Nuclear plant boundary sensor alarm ALT-CSE-08-00046 verified against physical access log.,NUC-ANALYST-3,False,Resolved,"[""ALT-CSE-08-00046""]"
CAS-CSE-08-0012,CSE-08,2024-12-28T07:28:23.189594,2024-12-28T08:38:04.169951,Nuclear plant boundary sensor alarm ALT-CSE-08-00051 verified against physical access log.,NUC-ANALYST-3,False,Resolved,"[""ALT-CSE-08-00051""]"
CAS-CSE-08-0013,CSE-08,2024-12-24T14:13:40.703917,2024-12-24T14:54:25.536570,Nuclear plant boundary sensor alarm ALT-CSE-08-00053 verified against physical access log.,NUC-ANALYST-1,False,Resolved,"[""ALT-CSE-08-00053""]"
CAS-CSE-08-0014,CSE-08,2024-12-09T18:45:04.658812,2024-12-09T19:16:51.546044,Nuclear plant boundary sensor alarm ALT-CSE-08-00059 verified against physical access log.,NUC-ANALYST-1,False,Resolved,"[""ALT-CSE-08-00059""]"
CAS-CSE-08-0015,CSE-08,2024-11-24T09:13:07.631612,2024-11-24T09:49:09.474527,Nuclear plant boundary sensor alarm ALT-CSE-08-00060 verified against physical access log.,NUC-ANALYST-1,False,Resolved,"[""ALT-CSE-08-00060""]"
