alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-11-00000,CSE-11,MEDIUM,2024-10-15T04:35:06,2024-10-15T04:40:26.669821,2024-10-15T05:59:34.866896,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00001,CSE-11,LOW,2024-10-26T19:48:57,2024-10-26T20:07:49.274095,2024-10-26T21:04:41.972560,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00002,CSE-11,MEDIUM,2024-11-23T08:44:45,2024-11-23T08:56:06.413061,2024-11-23T09:42:52.669322,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00003,CSE-11,MEDIUM,2024-11-09T07:36:50,2024-11-09T07:49:52.512258,2024-11-09T08:16:14.028350,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00004,CSE-11,CRITICAL,2024-10-12T16:28:29,2024-10-12T16:42:40.840819,2024-10-12T17:43:36.110059,CLOSED,CAS-CSE-11-0001,ENDPOINT-11A,False
ALT-CSE-11-00005,CSE-11,LOW,2024-10-09T21:00:14,2024-10-09T21:22:30.236791,2024-10-09T21:49:46.017248,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00006,CSE-11,MEDIUM,2024-11-25T17:48:49,2024-11-25T18:05:45.645984,2024-11-25T18:30:00.934781,CLOSED,,ENDPOINT-11A,False
ALT-CSE-11-00007,CSE-11,CRITICAL,2024-11-27T10:38:06,2024-11-27T11:04:03.821664,2024-11-27T11:35:52.605145,CLOSED,CAS-CSE-11-0002,CTRL-SRV-11,False
ALT-CSE-11-00008,CSE-11,CRITICAL,2024-10-08T17:14:28,2024-10-08T17:24:10.289621,2024-10-08T18:09:40.999498,CLOSED,CAS-CSE-11-0003,CTRL-SRV-11,False
ALT-CSE-11-00009,CSE-11,LOW,2024-10-10T23:11:30,2024-10-10T23:23:00.886807,2024-10-11T00:18:07.296676,CLOSED,,CTRL-SRV-11,False
ALT-CSE-11-00010,CSE-11,MEDIUM,2024-12-02T01:01:05,2024-12-02T01:10:56.479783,2024-12-02T02:10:07.494761,CLOSED,,ENDPOINT-11A,False
