alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-07-00000,CSE-07,CRITICAL,2024-11-28T22:09:23,2024-11-28T22:11:22.250061,2024-11-28T22:14:24.281107,CLOSED,CAS-CSE-07-0001,DB-SERVER-07,False
ALT-CSE-07-00001,CSE-07,CRITICAL,2024-12-28T00:51:06,2024-12-28T00:51:44.504563,2024-12-28T00:56:17.625778,CLOSED,CAS-CSE-07-0002,DB-SERVER-07,False
ALT-CSE-07-00002,CSE-07,CRITICAL,2024-11-06T03:53:15,2024-11-06T03:54:36.984807,2024-11-06T03:58:36.152925,CLOSED,,ENDPOINT-07,False
ALT-CSE-07-00003,CSE-07,CRITICAL,2024-12-13T11:17:49,2024-12-13T11:18:54.577469,2024-12-13T11:22:41.872906,CLOSED,CAS-CSE-07-0003,ENDPOINT-07,False
ALT-CSE-07-00004,CSE-07,CRITICAL,2024-10-19T20:04:37,2024-10-19T20:05:51.193648,2024-10-19T20:09:46.217512,CLOSED,,DB-SERVER-07,False
ALT-CSE-07-00005,CSE-07,CRITICAL,2024-12-04T09:42:07,2024-12-04T09:43:52.287609,2024-12-04T09:47:16.171295,CLOSED,,DB-SERVER-07,False
ALT-CSE-07-00006,CSE-07,CRITICAL,2024-11-07T06:05:04,2024-11-07T06:06:24.461021,2024-11-07T06:10:27.324489,CLOSED,,DB-SERVER-07,False
ALT-CSE-07-00007,CSE-07,CRITICAL,2024-10-17T23:08:02,2024-10-17T23:09:22.328283,2024-10-17T23:13:09.620185,CLOSED,CAS-CSE-07-0004,WEB-SERVER-07,False
ALT-CSE-07-00008,CSE-07,CRITICAL,2024-10-18T21:31:10,2024-10-18T21:31:48.530757,2024-10-18T21:36:29.827337,CLOSED,,WEB-SERVER-07,False
ALT-CSE-07-00009,CSE-07,CRITICAL,2024-12-04T02:13:35,2024-12-04T02:14:39.402738,2024-12-04T02:19:01.568286,CLOSED,CAS-CSE-07-0005,FIREWALL-07,False
ALT-CSE-07-00010,CSE-07,CRITICAL,2024-12-19T04:37:59,2024-12-19T04:39:31.606853,2024-12-19T04:43:16.415451,CLOSED,CAS-CSE-07-0006,DB-SERVER-07,False
ALT-CSE-07-00011,CSE-07,CRITICAL,2024-12-01T12:51:11,2024-12-01T12:53:06.443263,2024-12-01T12:56:43.788118,CLOSED,CAS-CSE-07-0007,DB-SERVER-07,False
ALT-CSE-07-00012,CSE-07,CRITICAL,2024-12-08T08:41:24,2024-12-08T08:42:50.346248,2024-12-08T08:46:35.931284,CLOSED,CAS-CSE-07-0008,ENDPOINT-07,False
ALT-CSE-07-00013,CSE-07,CRITICAL,2024-10-09T16:27:44,2024-10-09T16:29:28.320433,2024-10-09T16:33:10.374015,CLOSED,CAS-CSE-07-0009,WEB-SERVER-07,False
ALT-CSE-07-00014,CSE-07,CRITICAL,2024-12-05T06:04:50,2024-12-05T06:06:10.138283,2024-12-05T06:10:15.072043,CLOSED,CAS-CSE-07-0010,DB-SERVER-07,False
ALT-CSE-07-00015,CSE-07,CRITICAL,2024-10-18T21:29:05,2024-10-18T21:31:00.402319,2024-10-18T21:34:14.256498,CLOSED,,ENDPOINT-07,False
ALT-CSE-07-00016,CSE-07,CRITICAL,2024-10-25T10:28:32,2024-10-25T10:30:17.646713,2024-10-25T10:33:50.942511,CLOSED,,DB-SERVER-07,False
ALT-CSE-07-00017,CSE-07,CRITICAL,2024-10-23T14:11:47,2024-10-23T14:13:43.700912,2024-10-23T14:17:06.156400,CLOSED,CAS-CSE-07-0011,ENDPOINT-07,False
ALT-CSE-07-00018,CSE-07,CRITICAL,2024-10-23T04:58:17,2024-10-23T04:58:48.594575,2024-10-23T05:03:34.366931,CLOSED,CAS-CSE-07-0012,ENDPOINT-07,False
ALT-CSE-07-00019,CSE-07,CRITICAL,2024-12-01T22:07:47,2024-12-01T22:08:55.235541,2024-12-01T22:13:03.883913,CLOSED,CAS-CSE-07-0013,FIREWALL-07,False
ALT-CSE-07-00020,CSE-07,CRITICAL,2024-10-11T00:43:46,2024-10-11T00:44:39.229501,2024-10-11T00:48:58.272219,CLOSED,CAS-CSE-07-0014,FIREWALL-07,False
ALT-CSE-07-00021,CSE-07,CRITICAL,2024-11-19T23:57:46,2024-11-19T23:59:43.293526,2024-11-20T00:02:53.987261,CLOSED,CAS-CSE-07-0015,FIREWALL-07,False
ALT-CSE-07-00022,CSE-07,CRITICAL,2024-10-14T11:35:11,2024-10-14T11:36:28.300171,2024-10-14T11:40:18.510295,CLOSED,CAS-CSE-07-0016,FIREWALL-07,False
ALT-CSE-07-00023,CSE-07,CRITICAL,2024-12-10T22:03:18,2024-12-10T22:05:15.040420,2024-12-10T22:08:41.621385,CLOSED,,ENDPOINT-07,False
ALT-CSE-07-00024,CSE-07,CRITICAL,2024-12-18T17:10:00,2024-12-18T17:11:14.947282,2024-12-18T17:15:07.211140,CLOSED,CAS-CSE-07-0017,FIREWALL-07,False
ALT-CSE-07-00025,CSE-07,CRITICAL,2024-10-29T14:59:11,2024-10-29T15:00:38.725652,2024-10-29T15:04:20.516799,CLOSED,CAS-CSE-07-0018,FIREWALL-07,False
