case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-04-0001,CSE-04,2024-10-06T00:53:48.834480,2024-10-06T02:18:32.186619,Air-gapped defense zone log audit for ALT-CSE-04-00012. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00012""]"
CAS-CSE-04-0002,CSE-04,2024-11-06T03:04:11.023992,2024-11-06T03:59:09.097224,Air-gapped defense zone log audit for ALT-CSE-04-00015. Verified biometric and boundary authentication records.,MIL-SEC-1,False,Resolved,"[""ALT-CSE-04-00015""]"
CAS-CSE-04-0003,CSE-04,2024-10-28T00:38:49.153075,2024-10-28T01:23:58.240140,Air-gapped defense zone log audit for ALT-CSE-04-00019. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00019""]"
CAS-CSE-04-0004,CSE-04,2024-12-01T08:50:10.802796,2024-12-01T09:28:30.653068,Air-gapped defense zone log audit for ALT-CSE-04-00055. Verified biometric and boundary authentication records.,MIL-SEC-2,True,Resolved,"[""ALT-CSE-04-00055""]"
CAS-CSE-04-0005,CSE-04,2024-10-21T16:23:03.363830,2024-10-21T17:32:51.955456,Air-gapped defense zone log audit for ALT-CSE-04-00059. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00059""]"
CAS-CSE-04-0006,CSE-04,2024-10-20T12:27:54.454369,2024-10-20T13:33:10.922900,Air-gapped defense zone log audit for ALT-CSE-04-00061. Verified biometric and boundary authentication records.,MIL-SEC-1,False,Resolved,"[""ALT-CSE-04-00061""]"
CAS-CSE-04-0007,CSE-04,2024-10-21T22:25:35.155154,2024-10-21T23:31:42.163258,Air-gapped defense zone log audit for ALT-CSE-04-00065. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00065""]"
CAS-CSE-04-0008,CSE-04,2024-11-13T18:51:39.822402,2024-11-13T20:06:29.540701,Air-gapped defense zone log audit for ALT-CSE-04-00077. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00077""]"
CAS-CSE-04-0009,CSE-04,2024-12-10T08:40:29.015867,2024-12-10T10:08:25.312930,Air-gapped defense zone log audit for ALT-CSE-04-00086. Verified biometric and boundary authentication records.,MIL-SEC-1,False,Resolved,"[""ALT-CSE-04-00086""]"
CAS-CSE-04-0010,CSE-04,2024-11-03T04:13:12.232354,2024-11-03T05:24:08.497991,Air-gapped defense zone log audit for ALT-CSE-04-00093. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00093""]"
CAS-CSE-04-0011,CSE-04,2024-11-14T05:09:33.343940,2024-11-14T06:09:02.925522,Air-gapped defense zone log audit for ALT-CSE-04-00096. Verified biometric and boundary authentication records.,MIL-SEC-4,True,Resolved,"[""ALT-CSE-04-00096""]"
CAS-CSE-04-0012,CSE-04,2024-11-19T23:40:11.604758,2024-11-20T01:19:01.452594,Air-gapped defense zone log audit for ALT-CSE-04-00100. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00100""]"
CAS-CSE-04-0013,CSE-04,2024-11-13T12:24:04.676053,2024-11-13T13:33:55.614052,Air-gapped defense zone log audit for ALT-CSE-04-00106. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00106""]"
CAS-CSE-04-0014,CSE-04,2024-10-28T03:52:20.728523,2024-10-28T04:37:19.521941,Air-gapped defense zone log audit for ALT-CSE-04-00108. Verified biometric and boundary authentication records.,MIL-SEC-4,False,Resolved,"[""ALT-CSE-04-00108""]"
CAS-CSE-04-0015,CSE-04,2024-10-27T01:44:19.740346,2024-10-27T03:15:22.112400,Air-gapped defense zone log audit for ALT-CSE-04-00122. Verified biometric and boundary authentication records.,MIL-SEC-3,True,Resolved,"[""ALT-CSE-04-00122""]"
CAS-CSE-04-0016,CSE-04,2024-11-29T08:01:26.603613,2024-11-29T09:05:12.830997,Air-gapped defense zone log audit for ALT-CSE-04-00129. Verified biometric and boundary authentication records.,MIL-SEC-4,False,Resolved,"[""ALT-CSE-04-00129""]"
CAS-CSE-04-0017,CSE-04,2024-12-18T05:28:22.273474,2024-12-18T06:55:17.566144,Air-gapped defense zone log audit for ALT-CSE-04-00137. Verified biometric and boundary authentication records.,MIL-SEC-1,True,Resolved,"[""ALT-CSE-04-00137""]"
CAS-CSE-04-0018,CSE-04,2024-10-19T10:07:52.458950,2024-10-19T10:37:25.530140,Air-gapped defense zone log audit for ALT-CSE-04-00142. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00142""]"
CAS-CSE-04-0019,CSE-04,2024-12-08T10:42:24.575439,2024-12-08T11:33:08.748560,Air-gapped defense zone log audit for ALT-CSE-04-00159. Verified biometric and boundary authentication records.,MIL-SEC-1,True,Resolved,"[""ALT-CSE-04-00159""]"
CAS-CSE-04-0020,CSE-04,2024-11-01T00:59:47.425890,2024-11-01T02:23:01.374019,Air-gapped defense zone log audit for ALT-CSE-04-00165. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00165""]"
CAS-CSE-04-0021,CSE-04,2024-12-22T12:12:12.774806,2024-12-22T13:28:55.068874,Air-gapped defense zone log audit for ALT-CSE-04-00168. Verified biometric and boundary authentication records.,MIL-SEC-4,True,Resolved,"[""ALT-CSE-04-00168""]"
CAS-CSE-04-0022,CSE-04,2024-11-25T22:03:43.560205,2024-11-25T23:07:09.867468,Air-gapped defense zone log audit for ALT-CSE-04-00177. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00177""]"
CAS-CSE-04-0023,CSE-04,2024-12-09T22:27:43.515139,2024-12-09T23:28:29.722935,Air-gapped defense zone log audit for ALT-CSE-04-00180. Verified biometric and boundary authentication records.,MIL-SEC-3,True,Resolved,"[""ALT-CSE-04-00180""]"
CAS-CSE-04-0024,CSE-04,2024-12-14T20:24:04.049893,2024-12-14T21:21:03.926229,Air-gapped defense zone log audit for ALT-CSE-04-00184. Verified biometric and boundary authentication records.,MIL-SEC-1,True,Resolved,"[""ALT-CSE-04-00184""]"
CAS-CSE-04-0025,CSE-04,2024-11-23T02:27:09.801427,2024-11-23T03:06:03.862580,Air-gapped defense zone log audit for ALT-CSE-04-00191. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00191""]"
CAS-CSE-04-0026,CSE-04,2024-10-21T15:18:30.907520,2024-10-21T16:48:42.113520,Air-gapped defense zone log audit for ALT-CSE-04-00203. Verified biometric and boundary authentication records.,MIL-SEC-1,True,Resolved,"[""ALT-CSE-04-00203""]"
CAS-CSE-04-0027,CSE-04,2024-10-05T14:04:58.497242,2024-10-05T15:14:44.276932,Air-gapped defense zone log audit for ALT-CSE-04-00206. Verified biometric and boundary authentication records.,MIL-SEC-4,False,Resolved,"[""ALT-CSE-04-00206""]"
CAS-CSE-04-0028,CSE-04,2024-12-25T03:53:51.670257,2024-12-25T05:13:15.102692,Air-gapped defense zone log audit for ALT-CSE-04-00208. Verified biometric and boundary authentication records.,MIL-SEC-3,False,Resolved,"[""ALT-CSE-04-00208""]"
CAS-CSE-04-0029,CSE-04,2024-10-08T08:46:27.238453,2024-10-08T09:30:50.560547,Air-gapped defense zone log audit for ALT-CSE-04-00209. Verified biometric and boundary authentication records.,MIL-SEC-4,False,Resolved,"[""ALT-CSE-04-00209""]"
