case_id,cse_id,opened_at,closed_at,investigation_text,investigator_id,escalated,resolution,alert_ids
CAS-CSE-05-0001,CSE-05,2024-12-02T12:14:13.038715,2024-12-02T13:12:02.003218,Hospital medical record access audit for ALT-CSE-05-00013. Confirmed doctor role-based credentials.,HEALTH-SOC-2,False,Resolved,"[""ALT-CSE-05-00013""]"
CAS-CSE-05-0002,CSE-05,2024-11-21T13:06:56.300903,2024-11-21T14:00:23.981759,Hospital medical record access audit for ALT-CSE-05-00014. Confirmed doctor role-based credentials.,HEALTH-SOC-2,False,Resolved,"[""ALT-CSE-05-00014""]"
CAS-CSE-05-0003,CSE-05,2024-12-07T20:53:35.296530,2024-12-07T22:14:36.834939,Hospital medical record access audit for ALT-CSE-05-00015. Confirmed doctor role-based credentials.,HEALTH-SOC-1,False,Resolved,"[""ALT-CSE-05-00015""]"
CAS-CSE-05-0004,CSE-05,2024-12-02T19:45:17.115539,2024-12-02T20:45:41.913448,Hospital medical record access audit for ALT-CSE-05-00016. Confirmed doctor role-based credentials.,HEALTH-SOC-3,True,Resolved,"[""ALT-CSE-05-00016""]"
CAS-CSE-05-0005,CSE-05,2024-11-04T08:00:28.587599,2024-11-04T09:14:36.015114,Hospital medical record access audit for ALT-CSE-05-00021. Confirmed doctor role-based credentials.,HEALTH-SOC-1,False,Resolved,"[""ALT-CSE-05-00021""]"
CAS-CSE-05-0006,CSE-05,2024-12-04T04:19:28.845161,2024-12-04T05:41:29.291438,Hospital medical record access audit for ALT-CSE-05-00022. Confirmed doctor role-based credentials.,HEALTH-SOC-1,False,Resolved,"[""ALT-CSE-05-00022""]"
CAS-CSE-05-0007,CSE-05,2024-12-04T13:16:05.779556,2024-12-04T14:28:07.929118,Hospital medical record access audit for ALT-CSE-05-00046. Confirmed doctor role-based credentials.,HEALTH-SOC-2,True,Resolved,"[""ALT-CSE-05-00046""]"
CAS-CSE-05-0008,CSE-05,2024-12-12T19:46:26.392500,2024-12-12T20:09:36.472323,Hospital medical record access audit for ALT-CSE-05-00061. Confirmed doctor role-based credentials.,HEALTH-SOC-1,False,Resolved,"[""ALT-CSE-05-00061""]"
CAS-CSE-05-0009,CSE-05,2024-10-17T04:06:24.581291,2024-10-17T04:50:11.784962,Hospital medical record access audit for ALT-CSE-05-00065. Confirmed doctor role-based credentials.,HEALTH-SOC-1,False,Resolved,"[""ALT-CSE-05-00065""]"
CAS-CSE-05-0010,CSE-05,2024-11-14T04:53:09.654618,2024-11-14T05:40:53.074375,Hospital medical record access audit for ALT-CSE-05-00075. Confirmed doctor role-based credentials.,HEALTH-SOC-1,True,Resolved,"[""ALT-CSE-05-00075""]"
