alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-99-000,CSE-99,MEDIUM,2024-11-03T11:58:58,2024-11-03T12:10:04.513017,2024-11-03T12:52:25.680314,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-001,CSE-99,MEDIUM,2024-11-14T12:13:17,2024-11-14T12:18:31.251444,2024-11-14T12:50:20.225233,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-002,CSE-99,MEDIUM,2024-12-26T10:01:01,2024-12-26T10:08:38.344213,2024-12-26T10:56:58.488624,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-003,CSE-99,MEDIUM,2024-12-15T17:49:32,2024-12-15T17:56:24.221579,2024-12-15T18:38:23.498132,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-004,CSE-99,MEDIUM,2024-12-11T18:22:05,2024-12-11T18:30:46.282526,2024-12-11T18:49:49.100252,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-005,CSE-99,MEDIUM,2024-11-04T14:25:12,2024-11-04T14:38:57.547632,2024-11-04T15:07:02.485034,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-006,CSE-99,MEDIUM,2024-12-16T00:54:29,2024-12-16T01:02:59.968806,2024-12-16T01:38:26.193251,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-007,CSE-99,MEDIUM,2024-10-14T09:55:20,2024-10-14T10:05:19.275632,2024-10-14T10:42:32.053737,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-008,CSE-99,MEDIUM,2024-10-12T05:26:33,2024-10-12T05:38:08.841506,2024-10-12T06:06:55.327472,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-009,CSE-99,MEDIUM,2024-11-29T07:50:28,2024-11-29T08:02:46.126816,2024-11-29T08:38:12.664795,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-010,CSE-99,MEDIUM,2024-11-17T12:17:52,2024-11-17T12:28:30.323544,2024-11-17T13:00:18.554864,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-011,CSE-99,MEDIUM,2024-12-19T10:05:51,2024-12-19T10:16:45.867815,2024-12-19T11:03:43.906556,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-012,CSE-99,MEDIUM,2024-10-26T01:13:04,2024-10-26T01:24:17.157629,2024-10-26T01:53:15.331917,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-013,CSE-99,MEDIUM,2024-10-28T10:52:27,2024-10-28T11:01:19.684498,2024-10-28T11:50:46.210786,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-014,CSE-99,MEDIUM,2024-11-12T18:13:10,2024-11-12T18:21:25.659283,2024-11-12T18:43:39.592822,CLOSED,,PORT-CRANE-CTRL-01,False
ALT-CSE-99-015,CSE-99,MEDIUM,2024-11-22T23:52:25,2024-11-23T00:04:26.845139,2024-11-23T00:42:42.629017,CLOSED,,PORT-CRANE-CTRL-01,False
