alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-02-00000,CSE-02,LOW,2024-11-04T21:10:55,2024-11-04T21:29:09.875367,2024-11-04T21:36:00.811362,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00001,CSE-02,CRITICAL,2024-10-03T00:03:03,2024-10-03T00:05:22.627603,2024-10-03T01:01:47.088887,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00002,CSE-02,MEDIUM,2024-11-09T03:46:16,2024-11-09T03:56:25.711995,2024-11-09T04:49:51.600421,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00003,CSE-02,MEDIUM,2024-11-25T12:14:39,2024-11-25T12:30:28.567384,2024-11-25T13:16:34.699712,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00004,CSE-02,CRITICAL,2024-12-17T12:13:23,2024-12-17T12:15:25.862121,2024-12-17T13:16:03.615733,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00005,CSE-02,HIGH,2024-12-13T02:32:38,2024-12-13T02:47:58.693123,2024-12-13T03:07:31.845659,CLOSED,,GRID-MONITOR-03,False
ALT-CSE-02-00006,CSE-02,HIGH,2024-11-14T08:17:45,2024-11-14T08:33:06.537723,2024-11-14T09:20:34.691848,CLOSED,,CORP-FW-02,False
ALT-CSE-02-00007,CSE-02,MEDIUM,2024-12-11T20:21:15,2024-12-11T20:36:08.669733,2024-12-11T20:49:09.444746,CLOSED,CAS-CSE-02-0001,ENERGY-EMS-SRV,False
ALT-CSE-02-00008,CSE-02,MEDIUM,2024-12-21T19:30:20,2024-12-21T19:49:27.031268,2024-12-21T20:56:36.930719,CLOSED,,CORP-FW-02,False
ALT-CSE-02-00009,CSE-02,HIGH,2024-10-26T01:12:51,2024-10-26T01:21:50.588505,2024-10-26T01:40:29.458795,CLOSED,CAS-CSE-02-0002,CORP-FW-02,False
ALT-CSE-02-00010,CSE-02,HIGH,2024-10-22T06:34:55,2024-10-22T06:41:23.964467,2024-10-22T07:07:38.088728,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00011,CSE-02,LOW,2024-10-09T00:11:48,2024-10-09T00:30:31.934648,2024-10-09T01:10:49.226353,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00012,CSE-02,MEDIUM,2024-11-23T21:56:00,2024-11-23T22:09:37.422718,2024-11-23T23:06:07.781237,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00013,CSE-02,MEDIUM,2024-12-18T03:27:00,2024-12-18T03:34:33.769593,2024-12-18T04:55:13.835769,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00014,CSE-02,LOW,2024-12-04T12:56:05,2024-12-04T12:58:18.001354,2024-12-04T13:44:40.773455,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00015,CSE-02,HIGH,2024-11-09T21:58:09,2024-11-09T22:00:41.369033,2024-11-09T22:44:03.441397,CLOSED,,CORP-FW-02,False
ALT-CSE-02-00016,CSE-02,MEDIUM,2024-10-28T12:19:53,2024-10-28T12:32:21.565039,2024-10-28T13:30:38.809176,CLOSED,,GRID-MONITOR-03,False
ALT-CSE-02-00017,CSE-02,HIGH,2024-12-09T12:39:59,2024-12-09T12:42:56.961996,2024-12-09T13:08:47.384738,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00018,CSE-02,LOW,2024-12-08T13:53:29,2024-12-08T14:09:20.590304,2024-12-08T15:17:38.974366,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00019,CSE-02,LOW,2024-12-03T08:42:38,2024-12-03T08:48:38.291583,2024-12-03T09:36:40.279601,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00020,CSE-02,LOW,2024-10-15T11:52:30,2024-10-15T12:11:47.850206,2024-10-15T12:42:55.219964,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00021,CSE-02,MEDIUM,2024-10-07T19:10:35,2024-10-07T19:21:31.631113,2024-10-07T20:20:21.425980,CLOSED,,GRID-MONITOR-03,False
ALT-CSE-02-00022,CSE-02,HIGH,2024-12-28T14:50:40,2024-12-28T14:59:07.191886,2024-12-28T16:18:46.662146,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00023,CSE-02,LOW,2024-10-22T13:55:29,2024-10-22T14:03:40.996075,2024-10-22T14:50:01.291816,CLOSED,CAS-CSE-02-0003,SCADA-RTU-01,True
ALT-CSE-02-00024,CSE-02,LOW,2024-11-24T08:55:35,2024-11-24T09:14:41.451187,2024-11-24T09:56:26.475827,CLOSED,,CORP-FW-02,False
ALT-CSE-02-00025,CSE-02,CRITICAL,2024-11-10T15:34:42,2024-11-10T15:53:35.329560,2024-11-10T16:40:32.532973,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00026,CSE-02,HIGH,2024-10-02T17:42:27,2024-10-02T17:49:36.813871,2024-10-02T19:03:45.482512,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00027,CSE-02,CRITICAL,2024-11-28T09:51:52,2024-11-28T09:56:58.724485,2024-11-28T10:20:27.987448,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00028,CSE-02,CRITICAL,2024-10-13T09:45:53,2024-10-13T09:57:59.482208,2024-10-13T10:44:50.249206,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00029,CSE-02,CRITICAL,2024-12-25T08:10:07,2024-12-25T08:25:32.288619,2024-12-25T08:46:32.546038,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00030,CSE-02,MEDIUM,2024-12-29T19:56:33,2024-12-29T20:09:50.318438,2024-12-29T20:26:00.710747,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00031,CSE-02,MEDIUM,2024-10-26T16:18:39,2024-10-26T16:37:41.224208,2024-10-26T17:30:08.787494,CLOSED,CAS-CSE-02-0004,ENERGY-EMS-SRV,False
ALT-CSE-02-00032,CSE-02,HIGH,2024-12-19T02:50:49,2024-12-19T03:06:42.656181,2024-12-19T04:03:18.001362,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00033,CSE-02,HIGH,2024-12-10T10:19:07,2024-12-10T10:21:56.683778,2024-12-10T11:41:00.745113,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00034,CSE-02,LOW,2024-11-10T16:15:07,2024-11-10T16:34:53.581809,2024-11-10T17:35:30.307903,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00035,CSE-02,CRITICAL,2024-10-09T13:19:01,2024-10-09T13:27:00.527997,2024-10-09T13:44:27.689951,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00036,CSE-02,LOW,2024-10-31T00:19:10,2024-10-31T00:30:01.163539,2024-10-31T00:53:50.712980,CLOSED,,CORP-FW-02,False
ALT-CSE-02-00037,CSE-02,LOW,2024-10-09T01:34:36,2024-10-09T01:45:26.462558,2024-10-09T02:26:14.346010,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00038,CSE-02,MEDIUM,2024-12-12T18:21:09,2024-12-12T18:35:22.740057,2024-12-12T19:39:50.595617,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00039,CSE-02,HIGH,2024-10-01T08:50:20,2024-10-01T09:01:30.138979,2024-10-01T10:10:24.485647,CLOSED,,GRID-MONITOR-03,False
ALT-CSE-02-00040,CSE-02,LOW,2024-12-07T20:17:55,2024-12-07T20:34:00.825405,2024-12-07T21:44:50.543822,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00041,CSE-02,LOW,2024-12-29T23:07:45,2024-12-29T23:20:56.113253,2024-12-30T00:01:28.526197,CLOSED,,CORP-FW-02,False
ALT-CSE-02-00042,CSE-02,HIGH,2024-12-23T03:13:43,2024-12-23T03:30:54.853918,2024-12-23T04:30:04.416957,CLOSED,,GRID-MONITOR-03,False
ALT-CSE-02-00043,CSE-02,LOW,2024-12-04T07:29:02,2024-12-04T07:33:54.415187,2024-12-04T07:57:56.349151,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00044,CSE-02,CRITICAL,2024-10-11T13:38:45,2024-10-11T13:55:15.778496,2024-10-11T14:23:27.901457,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00045,CSE-02,LOW,2024-10-13T04:33:43,2024-10-13T04:39:57.116959,2024-10-13T05:54:52.968222,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00046,CSE-02,CRITICAL,2024-12-10T11:50:17,2024-12-10T11:59:49.818231,2024-12-10T13:03:18.790737,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00047,CSE-02,LOW,2024-10-15T15:25:35,2024-10-15T15:29:08.831101,2024-10-15T16:41:58.456632,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00048,CSE-02,MEDIUM,2024-12-12T22:26:45,2024-12-12T22:35:09.782754,2024-12-12T23:14:56.977097,CLOSED,,SUBSTATION-GW-02,False
ALT-CSE-02-00049,CSE-02,CRITICAL,2024-11-08T19:17:50,2024-11-08T19:31:42.718795,2024-11-08T20:00:48.007880,CLOSED,,SCADA-RTU-01,False
ALT-CSE-02-00050,CSE-02,MEDIUM,2024-10-10T19:31:21,2024-10-10T19:45:25.227065,2024-10-10T20:36:09.590536,CLOSED,,CORP-FW-02,False
ALT-CSE-02-00051,CSE-02,MEDIUM,2024-11-21T13:46:38,2024-11-21T13:51:16.491858,2024-11-21T14:27:49.402769,CLOSED,,GRID-MONITOR-03,False
ALT-CSE-02-00052,CSE-02,HIGH,2024-10-22T21:05:50,2024-10-22T21:13:54.352228,2024-10-22T22:08:58.361493,CLOSED,,CORP-FW-02,False
ALT-CSE-02-00053,CSE-02,LOW,2024-12-10T07:04:43,2024-12-10T07:07:52.954708,2024-12-10T08:03:18.587048,CLOSED,,GRID-MONITOR-03,False
ALT-CSE-02-00054,CSE-02,MEDIUM,2024-11-09T08:04:19,2024-11-09T08:13:36.563736,2024-11-09T09:25:37.068239,CLOSED,CAS-CSE-02-0005,SCADA-RTU-01,False
ALT-CSE-02-00055,CSE-02,CRITICAL,2024-10-16T15:09:07,2024-10-16T15:25:47.391740,2024-10-16T15:58:14.172854,CLOSED,,ENERGY-EMS-SRV,False
ALT-CSE-02-00056,CSE-02,CRITICAL,2024-12-10T12:11:09,2024-12-10T12:16:30.407157,2024-12-10T13:32:15.440430,CLOSED,,GRID-MONITOR-03,False
ALT-CSE-02-00057,CSE-02,CRITICAL,2024-11-29T08:26:02,2024-11-29T08:41:25.492113,2024-11-29T09:25:20.781083,CLOSED,CAS-CSE-02-0006,SUBSTATION-GW-02,False
ALT-CSE-02-00058,CSE-02,CRITICAL,2024-12-10T20:58:42,2024-12-10T21:12:15.208832,2024-12-10T21:56:32.421951,CLOSED,CAS-CSE-02-0007,SCADA-RTU-01,True
