alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-09-00000,CSE-09,LOW,2024-11-26T16:47:13,2024-11-26T16:59:45.455871,2024-11-26T18:14:28.537763,CLOSED,CAS-CSE-09-0001,ID-GATEWAY-AUTH-01,False
ALT-CSE-09-00001,CSE-09,HIGH,2024-11-29T10:20:39,2024-11-29T10:27:20.487427,2024-11-29T11:29:13.786028,CLOSED,,CITIZEN-PORTAL-WEB,False
ALT-CSE-09-00002,CSE-09,MEDIUM,2024-12-06T23:07:23,2024-12-06T23:22:01.825879,2024-12-07T00:53:38.250671,CLOSED,,UID-VAULT-DB,False
ALT-CSE-09-00003,CSE-09,LOW,2024-11-28T12:34:02,2024-11-28T12:41:21.644032,2024-11-28T13:58:04.233467,CLOSED,,GOV-SEC-FW-01,False
ALT-CSE-09-00004,CSE-09,MEDIUM,2024-10-13T07:01:02,2024-10-13T07:12:01.433161,2024-10-13T07:55:09.106665,CLOSED,,GOV-SEC-FW-01,False
ALT-CSE-09-00005,CSE-09,LOW,2024-12-28T04:51:25,2024-12-28T05:04:16.659159,2024-12-28T05:54:45.262242,CLOSED,,UID-VAULT-DB,False
ALT-CSE-09-00006,CSE-09,HIGH,2024-11-29T14:27:05,2024-11-29T14:40:43.193092,2024-11-29T15:23:31.951789,CLOSED,,GOV-SEC-FW-01,False
ALT-CSE-09-00007,CSE-09,MEDIUM,2024-12-19T17:34:33,2024-12-19T17:41:24.285114,2024-12-19T18:47:29.027724,CLOSED,,GOV-SEC-FW-01,False
ALT-CSE-09-00008,CSE-09,CRITICAL,2024-10-31T00:39:37,2024-10-31T00:42:15.443397,2024-10-31T01:33:25.695611,CLOSED,CAS-CSE-09-0002,ID-GATEWAY-AUTH-01,False
ALT-CSE-09-00009,CSE-09,MEDIUM,2024-10-17T20:18:24,2024-10-17T20:32:06.292294,2024-10-17T21:44:37.781162,CLOSED,,ID-GATEWAY-AUTH-01,False
ALT-CSE-09-00010,CSE-09,CRITICAL,2024-10-11T08:39:49,2024-10-11T08:48:21.816888,2024-10-11T09:46:55.425671,CLOSED,CAS-CSE-09-0003,UID-VAULT-DB,False
ALT-CSE-09-00011,CSE-09,HIGH,2024-11-22T08:06:40,2024-11-22T08:11:49.336441,2024-11-22T09:38:11.145633,CLOSED,CAS-CSE-09-0004,CITIZEN-PORTAL-WEB,False
ALT-CSE-09-00012,CSE-09,LOW,2024-12-22T07:04:20,2024-12-22T07:18:23.102696,2024-12-22T08:37:21.710817,CLOSED,,ID-GATEWAY-AUTH-01,False
ALT-CSE-09-00013,CSE-09,HIGH,2024-11-22T13:19:41,2024-11-22T13:30:16.687845,2024-11-22T14:49:38.371657,CLOSED,,ID-GATEWAY-AUTH-01,False
ALT-CSE-09-00014,CSE-09,HIGH,2024-11-06T10:10:37,2024-11-06T10:16:47.723879,2024-11-06T11:21:56.651689,CLOSED,,ID-GATEWAY-AUTH-01,False
ALT-CSE-09-00015,CSE-09,LOW,2024-11-15T11:04:29,2024-11-15T11:15:51.250901,2024-11-15T12:27:11.892505,CLOSED,,GOV-SEC-FW-01,False
ALT-CSE-09-00016,CSE-09,CRITICAL,2024-10-04T14:38:03,2024-10-04T14:53:00.163408,2024-10-04T16:13:38.813303,CLOSED,CAS-CSE-09-0005,ID-GATEWAY-AUTH-01,False
ALT-CSE-09-00017,CSE-09,CRITICAL,2024-10-14T19:35:31,2024-10-14T19:49:05.309285,2024-10-14T21:22:06.983769,CLOSED,,GOV-SEC-FW-01,False
ALT-CSE-09-00018,CSE-09,CRITICAL,2024-10-16T22:27:33,2024-10-16T22:36:49.583441,2024-10-16T23:51:54.911551,CLOSED,CAS-CSE-09-0006,CITIZEN-PORTAL-WEB,False
ALT-CSE-09-00019,CSE-09,HIGH,2024-12-09T14:35:44,2024-12-09T14:47:33.178151,2024-12-09T15:58:36.377180,CLOSED,,UID-VAULT-DB,False
ALT-CSE-09-00020,CSE-09,CRITICAL,2024-11-17T04:34:14,2024-11-17T04:44:36.668872,2024-11-17T05:52:09.464844,CLOSED,CAS-CSE-09-0007,CITIZEN-PORTAL-WEB,False
