alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-03-00000,CSE-03,LOW,2024-12-01T22:00:02,2024-12-01T22:03:45.967100,2024-12-01T22:40:08.574650,CLOSED,,CARRIER-ROUTER-99,False
ALT-CSE-03-00001,CSE-03,LOW,2024-11-04T08:11:49,2024-11-04T08:19:00.283470,2024-11-04T09:35:17.056361,CLOSED,,TELCO-AAA-SRV,False
ALT-CSE-03-00002,CSE-03,LOW,2024-11-21T07:10:21,2024-11-21T07:14:37.821931,2024-11-21T08:25:34.633569,CLOSED,,5G-CORE-UPF-01,False
ALT-CSE-03-00003,CSE-03,HIGH,2024-12-12T16:16:54,2024-12-12T16:22:11.192905,2024-12-12T16:57:56.296854,CLOSED,CAS-CSE-03-0001,CARRIER-ROUTER-99,False
ALT-CSE-03-00004,CSE-03,LOW,2024-12-13T10:18:03,2024-12-13T10:20:35.632816,2024-12-13T11:42:27.805760,CLOSED,,CARRIER-ROUTER-99,False
ALT-CSE-03-00005,CSE-03,CRITICAL,2024-12-10T18:53:58,2024-12-10T19:02:42.702235,2024-12-10T19:51:27.001855,CLOSED,CAS-CSE-03-0002,EDGE-GATEWAY-12,False
ALT-CSE-03-00006,CSE-03,MEDIUM,2024-11-26T07:18:06,2024-11-26T07:23:22.026289,2024-11-26T08:31:29.928216,CLOSED,,5G-CORE-UPF-01,False
ALT-CSE-03-00007,CSE-03,CRITICAL,2024-12-02T04:37:33,2024-12-02T04:46:55.342986,2024-12-02T05:58:03.645515,CLOSED,CAS-CSE-03-0003,CARRIER-ROUTER-99,False
ALT-CSE-03-00008,CSE-03,HIGH,2024-11-25T06:43:32,2024-11-25T06:52:16.643618,2024-11-25T07:54:03.319408,CLOSED,,5G-AMF-NODE-02,False
ALT-CSE-03-00009,CSE-03,CRITICAL,2024-11-24T18:06:26,2024-11-24T18:09:42.682811,2024-11-24T19:29:49.514423,CLOSED,CAS-CSE-03-0004,CARRIER-ROUTER-99,True
ALT-CSE-03-00010,CSE-03,MEDIUM,2024-12-29T02:39:00,2024-12-29T02:45:42.179263,2024-12-29T03:29:15.278243,CLOSED,,5G-AMF-NODE-02,False
ALT-CSE-03-00011,CSE-03,MEDIUM,2024-10-13T15:59:52,2024-10-13T16:03:42.329054,2024-10-13T16:51:40.446171,CLOSED,,5G-CORE-UPF-01,False
ALT-CSE-03-00012,CSE-03,HIGH,2024-10-28T15:29:33,2024-10-28T15:32:42.082474,2024-10-28T16:23:10.824260,CLOSED,,5G-AMF-NODE-02,False
ALT-CSE-03-00013,CSE-03,MEDIUM,2024-11-15T19:31:22,2024-11-15T19:33:44.194466,2024-11-15T20:05:37.678755,CLOSED,,TELCO-AAA-SRV,False
ALT-CSE-03-00014,CSE-03,HIGH,2024-11-27T07:35:09,2024-11-27T07:41:37.591075,2024-11-27T08:11:51.137181,CLOSED,,5G-AMF-NODE-02,False
ALT-CSE-03-00015,CSE-03,MEDIUM,2024-12-13T12:25:32,2024-12-13T12:28:43.330346,2024-12-13T13:44:37.223513,CLOSED,,5G-AMF-NODE-02,False
