alert_id,cse_id,severity,created_at,acknowledged_at,closed_at,status,case_id,asset_id,escalated
ALT-CSE-06-00000,CSE-06,CRITICAL,2024-11-11T05:15:27,2024-11-11T05:27:43.648290,2024-11-11T06:24:55.845446,CLOSED,CAS-CSE-06-0001,BAGGAGE-SORT-SCADA,False
ALT-CSE-06-00001,CSE-06,MEDIUM,2024-11-19T03:23:13,2024-11-19T03:28:42.776664,2024-11-19T04:36:46.865338,CLOSED,,ATC-RADAR-GW-01,False
ALT-CSE-06-00002,CSE-06,HIGH,2024-11-27T00:34:47,2024-11-27T00:47:48.574459,2024-11-27T01:46:12.315408,CLOSED,,BAGGAGE-SORT-SCADA,False
ALT-CSE-06-00003,CSE-06,MEDIUM,2024-10-13T13:48:33,2024-10-13T13:53:18.152775,2024-10-13T14:49:08.505623,CLOSED,,FLIGHT-DISPATCH-SRV,False
ALT-CSE-06-00004,CSE-06,MEDIUM,2024-11-16T23:55:23,2024-11-17T00:03:11.488316,2024-11-17T00:34:38.412547,CLOSED,,ATC-RADAR-GW-01,False
ALT-CSE-06-00005,CSE-06,LOW,2024-12-13T17:58:31,2024-12-13T18:09:30.777506,2024-12-13T18:35:40.111327,CLOSED,,AIRPORT-WIFI-FW,False
ALT-CSE-06-00006,CSE-06,CRITICAL,2024-11-23T18:19:20,2024-11-23T18:24:39.803095,2024-11-23T19:20:22.014083,CLOSED,CAS-CSE-06-0002,FLIGHT-DISPATCH-SRV,False
ALT-CSE-06-00007,CSE-06,MEDIUM,2024-12-13T08:48:00,2024-12-13T09:02:01.451684,2024-12-13T10:13:03.523068,CLOSED,,AIRPORT-WIFI-FW,False
ALT-CSE-06-00008,CSE-06,HIGH,2024-12-28T01:34:11,2024-12-28T01:42:52.835046,2024-12-28T03:01:21.697720,CLOSED,,AIRPORT-WIFI-FW,False
ALT-CSE-06-00009,CSE-06,MEDIUM,2024-10-02T03:52:02,2024-10-02T03:58:57.115632,2024-10-02T04:26:01.264980,CLOSED,,FLIGHT-DISPATCH-SRV,False
ALT-CSE-06-00010,CSE-06,CRITICAL,2024-12-06T12:43:37,2024-12-06T12:57:25.570018,2024-12-06T13:38:44.778536,CLOSED,CAS-CSE-06-0003,FLIGHT-DISPATCH-SRV,False
ALT-CSE-06-00011,CSE-06,LOW,2024-10-22T06:46:32,2024-10-22T06:58:18.625062,2024-10-22T07:31:19.029992,CLOSED,,AIRPORT-WIFI-FW,False
ALT-CSE-06-00012,CSE-06,MEDIUM,2024-11-06T09:58:22,2024-11-06T10:11:24.816699,2024-11-06T11:25:13.628018,CLOSED,,FLIGHT-DISPATCH-SRV,False
ALT-CSE-06-00013,CSE-06,LOW,2024-11-25T21:18:54,2024-11-25T21:32:16.452465,2024-11-25T22:22:07.265900,CLOSED,,ATC-RADAR-GW-01,False
ALT-CSE-06-00014,CSE-06,MEDIUM,2024-11-18T21:04:15,2024-11-18T21:10:54.293105,2024-11-18T22:12:59.268764,CLOSED,,BAGGAGE-SORT-SCADA,False
ALT-CSE-06-00015,CSE-06,MEDIUM,2024-10-12T10:07:06,2024-10-12T10:14:31.376777,2024-10-12T11:13:38.017759,CLOSED,,ATC-RADAR-GW-01,False
ALT-CSE-06-00016,CSE-06,HIGH,2024-10-13T18:10:35,2024-10-13T18:15:35.086390,2024-10-13T18:44:26.446238,CLOSED,,BAGGAGE-SORT-SCADA,False
ALT-CSE-06-00017,CSE-06,HIGH,2024-12-05T06:58:23,2024-12-05T07:03:22.316242,2024-12-05T08:02:26.354357,CLOSED,,BAGGAGE-SORT-SCADA,False
ALT-CSE-06-00018,CSE-06,HIGH,2024-10-11T11:19:41,2024-10-11T11:26:25.437360,2024-10-11T12:03:01.832157,CLOSED,,ATC-RADAR-GW-01,False
ALT-CSE-06-00019,CSE-06,HIGH,2024-12-27T19:30:14,2024-12-27T19:37:05.599779,2024-12-27T20:30:30.654227,CLOSED,,FLIGHT-DISPATCH-SRV,False
ALT-CSE-06-00020,CSE-06,HIGH,2024-11-20T03:30:42,2024-11-20T03:43:05.668063,2024-11-20T04:53:39.409473,CLOSED,,ATC-RADAR-GW-01,False
ALT-CSE-06-00021,CSE-06,LOW,2024-12-22T21:22:20,2024-12-22T21:33:43.491897,2024-12-22T22:49:05.549111,CLOSED,,BAGGAGE-SORT-SCADA,False
ALT-CSE-06-00022,CSE-06,LOW,2024-12-20T01:17:29,2024-12-20T01:31:50.566722,2024-12-20T02:31:44.231945,CLOSED,,FLIGHT-DISPATCH-SRV,False
ALT-CSE-06-00023,CSE-06,MEDIUM,2024-10-18T06:15:07,2024-10-18T06:20:52.296077,2024-10-18T07:09:53.481910,CLOSED,,AIRPORT-WIFI-FW,False
ALT-CSE-06-00024,CSE-06,HIGH,2024-12-07T04:49:58,2024-12-07T04:53:57.098250,2024-12-07T05:29:28.977890,CLOSED,,AIRPORT-WIFI-FW,False
ALT-CSE-06-00025,CSE-06,HIGH,2024-11-14T02:07:50,2024-11-14T02:14:17.396268,2024-11-14T03:35:54.550600,CLOSED,,ATC-RADAR-GW-01,False
ALT-CSE-06-00026,CSE-06,LOW,2024-11-02T15:51:00,2024-11-02T15:58:55.542530,2024-11-02T16:43:45.269764,CLOSED,,BAGGAGE-SORT-SCADA,False
ALT-CSE-06-00027,CSE-06,LOW,2024-11-29T10:33:11,2024-11-29T10:42:05.077583,2024-11-29T11:38:05.322694,CLOSED,,ATC-RADAR-GW-01,False
ALT-CSE-06-00028,CSE-06,CRITICAL,2024-12-22T18:30:42,2024-12-22T18:45:32.319728,2024-12-22T19:38:02.910675,CLOSED,,BAGGAGE-SORT-SCADA,False
ALT-CSE-06-00029,CSE-06,HIGH,2024-11-29T20:07:39,2024-11-29T20:16:29.301183,2024-11-29T20:44:54.524216,CLOSED,,FLIGHT-DISPATCH-SRV,False
ALT-CSE-06-00030,CSE-06,MEDIUM,2024-11-24T10:47:48,2024-11-24T10:58:09.075297,2024-11-24T12:11:04.391693,CLOSED,,ATC-RADAR-GW-01,False
